DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	Manufacturer_Name	Form_Code	Strength_Code	PackSize_Qty	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	GenNHS_Code	Generic_Name	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid					
673724	MTNTOPDISP	27870	!UNMAPPED	BETNOVATE 1/2	BETAMETHASONE VALERATE	QA	CREAM	0.05% 15G	1	BETNOVATE 1/2	9316626101931	NULL	4	10799J	D07AC01	GA	G	NULL	NULL	NULL	NULL	NULL	NULL	05:43.1	NULL	NULL	0					
673485	MTNTOPDISP	27887	!UNMAPPED	CORTIVAL 1/2	BETAMETHASONE VALERATE	FM	CREAM	0.5MG/1G 15G	1	CORTIVAL 1/2	NULL	NULL	4	10807T	D07AC01	GA	G	NULL	NULL	NULL	NULL	NULL	NULL	49:17.5	NULL	NULL	0					
673332	MTNTOPDISP	27944	!UNMAPPED	ADVANTAN	METHYLPREDNISOLONE	BN	CREAM	1MG/1G 15G	1	ADVANTAN	9310160823182	NULL	4	10835G	D07AC14	CA	G	NULL	NULL	NULL	NULL	NULL	NULL	43:47.2	NULL	NULL	0					
673322	MTNTOPDISP	27957	!UNMAPPED	ADVANTAN	METHYLPREDNISOLONE	BN	FATTY OINTMENT	1MG/1G 15G	1	ADVANTAN	NULL	NULL	4	10848Y	D07AC14	P	G	NULL	NULL	NULL	NULL	NULL	NULL	40:45.3	NULL	NULL	0					
672805	MTNTOPDISP	28012	!UNMAPPED	QUETIAPINE-AS XR	QUETIAPINE	RW	TABLET (MODIFIED RELEASE)	50 MG	60	QUETIAPINE-AS XR	NULL	NULL	4	9202H	N05AH04	GA	G	NULL	NULL	NULL	NULL	NULL	NULL	35:42.5	NULL	NULL	0					
605581	MTNTOPDISP	28051	!UNMAPPED	MYDOL 15	CODEINE PHOSPHATE + PARACETAMOL	NULL	TABLET	NULL	40	MYDOL 15	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
673297	MTNTOPDISP	28059	!UNMAPPED	DIFFERIN TOPICAL CREAM	ADAPALENE	NULL	CREAM	0.1% 50G	1	DIFFERIN TOPICAL CREAM	NULL	NULL	4	NULL	NULL	P	G	NULL	NULL	NULL	NULL	NULL	NULL	37:40.3	NULL	NULL	0					
673013	MTNTOPDISP	28116	!UNMAPPED	SPREN 100	ASPIRIN	OW	TABLET	100 MG	112	SPREN 100	9316626607068	NULL	2	10590J	B01AC06	R	G	NULL	NULL	NULL	NULL	NULL	NULL	53:54.5	42:23.7	NULL	0					
672689	MTNTOPDISP	28146	!UNMAPPED	ORATANE	ISOTRETINOIN	RF	CAPSULE	20 MG	60	ORATANE	9336666003248	NULL	4	2592K	D10BA01	GA	G	NULL	NULL	NULL	NULL	NULL	NULL	03:00.4	48:36.1	NULL	0					
607191	MTNTOPDISP	28163	!UNMAPPED	SPREN 100	ASPIRIN	OW	TABLET	100 MG	112	SPREN 100	NULL	NULL	2	8202Q	B01AC06	G	G	NULL	NULL	NULL	NULL	NULL	NULL	34:05.6	NULL	NULL	0					
673351	MTNTOPDISP	28164	!UNMAPPED	RAMIPRIL AN	RAMIPRIL	EA	CAPSULE	10 MG	30	RAMIPRIL AN	9346697002820	NULL	4	8470T	C09AA05	E	G	NULL	NULL	NULL	NULL	NULL	NULL	50:16.9	50:19.0	NULL	0					
673579	MTNTOPDISP	28165	!UNMAPPED	PARALGIN	PARACETAMOL	OW	TABLET	500 MG	100	PARALGIN	9316626600151	NULL	2	8784H	N02BE01	P	G	NULL	NULL	NULL	NULL	NULL	NULL	46:58.7	NULL	NULL	0					
672957	MTNTOPDISP	28214	!UNMAPPED	BETAHISTINE GH	BETAHISTINE DIHYDROCHLORIDE	NULL	TABLET	16 MG	25	BETAHISTINE GH	9331103000286	NULL	4	NULL	NULL	P	G	NULL	NULL	NULL	NULL	NULL	NULL	50:18.2	42:23.7	NULL	0					
673003	MTNTOPDISP	28230	!UNMAPPED	PANADEINE EXTRA	PARACETAMOL + CODEINE PHOSPHATE	NULL	CAPLET	NULL	40	PANADEINE EXTRA	NULL	NULL	3	NULL	NULL	P	G	NULL	NULL	NULL	NULL	NULL	NULL	25:51.3	NULL	NULL	0					
673582	MTNTOPDISP	28271	!UNMAPPED	AZONAIRE HAYFEVER NASAL SPRAY	MOMETASONE FUROATE	NULL	NASAL SPRAY	50MCG/1DOSE 140DOSES	1	AZONAIRE HAYFEVER NASAL SPRAY	NULL	NULL	2	NULL	NULL	P	G	NULL	NULL	NULL	NULL	NULL	NULL	16:49.9	NULL	NULL	0					
673649	MTNTOPDISP	5253	!UNMAPPED	THERATEARS	CARMELLOSE SODIUM	CX	EYE DROPS	2.5MG/1ML 0.6ML(SINGLE DOSE UNITS), 24	1	THERATEARS	358790100241	NULL	U	5509Y	S01XA20	GA	G	NULL	NULL	NULL	NULL	NULL	NULL	40:45.2	NULL	NULL	0					
437056	MTNTOPDISP	6665	PRAP1	APO-PRAVASTATIN	PRAVASTATIN	TX	TABLET	20MG	30	APO-PRAVASTATIN	NULL	NULL	4	9238F	C10AA03	E	G	NULL	NULL	NULL	NULL	!UNMAPPED	14	20:25.9	03:44.5	03:44.4	0					
437104	MTNTOPDISP	7467	APOC3	APO-CITALOPRAM	CITALOPRAM	TX	TABLET	40MG	28	CITALOPRAM (APO)	NULL	NULL	4	8703C	N06AB04	EA	G	NULL	NULL	NULL	NULL	NULL	NULL	20:25.9	34:01.4	11:21.2	0					
437756	MTNTOPDISP	8318	!UNMAPPED	THE CREAMS	NULL	NULL	CREAM	NULL	100	THE CREAMS	NULL	NULL	-	13Q	NULL	EA	G	NULL	NULL	NULL	NULL	NULL	NULL	01:34.8	34:12.8	NULL	0					
489003	MTNTOPDISP	8334	!UNMAPPED	THE LINCTUSES, OTHER	NULL	NULL	LINCTUS	NULL	100	THE LINCTUSES, OTHER	NULL	NULL	-	NULL	NULL	P	G	NULL	NULL	NULL	NULL	NULL	NULL	41:13.3	34:36.1	NULL	0					
672323	PHARMACYPRO	16268	KEPP2	KEPPRA 500MG T	LEVETIRACETAM 500MG T (UC)	NULL	TABLET	NULL	60	KEPPRA 500MG T	NULL	G	4	NULL	16182035	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:56.0	09:33.9	NULL	0					
672637	PHARMACYPRO	16374	!UNMAPPED	MARCAIN SPINAL 0.5% 5X4ML 149	BUPIVACAINE 0.5%	NULL	INJECTION	NULL	1	MARCAIN SPINAL 0.5% 5X4ML 149	NULL	C	4	NULL	0	C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	17:47.4	NULL	NULL	0					
672555	PHARMACYPRO	17526	!UNMAPPED	CM ROXITHROMYCIN 150MG TABS 10	ROXITHROMYCIN 150MG T (CH)	CH	TABLET	NULL	10	CM ROXITHROMYCIN 150MG TABS 10	NULL	G	4	1760P	16181949	G	NULL	1760P	NULL	NULL	NULL	NULL	NULL	00:23.6	34:36.1	NULL	1					
672338	PHARMACYPRO	17546	!UNMAPPED	CM ROXITHROMYCIN 300MG TABS 5	ROXITHROMYCIN 300MG T (CH)	CH	TABLET	NULL	5	CM ROXITHROMYCIN 300MG TABS 5	NULL	G	4	8016X	16181941	G	NULL	8016X	NULL	NULL	NULL	NULL	NULL	45:47.6	34:36.1	NULL	1					
605584	PHARMACYPRO	18802	ToAsk	FENAC 25MG T BL/PK	DICLOFENAC SODIUM 25MG T (AF)	AF	TABLET	NULL	50	FENAC 25MG T BL/PK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
673242	PHARMACYPRO	19731	CIP7	CIPROXIN 750MG T	CIPROFLOXACIN 750MG T (BN)	BN	TABLET	NULL	14	CIPROXIN 750MG T	NULL	C	4	1210Q	0	C	NULL	1210Q	NULL	NULL	NULL	NULL	NULL	31:15.3	34:36.1	NULL	1					
673683	PHARMACYPRO	20997	!UNMAPPED	APO-CALCITRIOL 0.25UG CAP BLST 100	CALCITRIOL 0.25MCG C (GX)	GX	CAPSULE	NULL	100	APO-CALCITRIOL 0.25UG CAP BLST 100	NULL	G	4	2502Q	0	G	NULL	2502Q	NULL	NULL	NULL	NULL	NULL	50:40.6	34:36.1	NULL	1					
672914	PHARMACYPRO	21760|10498	FAMV10	FAMVIR 250MG T (14)	FAMCICLOVIR 250MG T (NV)	NULL	NULL	NULL	14	FAMVIR 250MG T (14)	NULL	G	4	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	51:13.2	NULL	NULL	0					
605585	PHARMACYPRO	21760|11850	!UNMAPPED	CEPHABELL 500MG C	CEPHALEXIN 500MG C (BF)	NULL	NULL	NULL	20	CEPHABELL 500MG C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
605586	PHARMACYPRO	21760|12116	!UNMAPPED	CANESORAL DUO ORAL CAP + CREAM	NULL	NULL	NULL	NULL	1	CANESORAL DUO ORAL CAP + CREAM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
66873	MINFOS	72093	!UNMAPPED	MEFIX DRESSING 10CM X 10M	NULL		!	NULL	NULL	MEFIX DRESSING 10CM X 10M	7332551586447	3	NULL		0	3	NULL		NULL	NULL	NULL	NULL	5	NULL	51:02.5	NULL	0					
673405	PHARMACYPRO	31328|58793	!UNMAPPED	SOOLANTRA 1% CRM 30G	IVERMECTIN 1% CR	NULL	NULL	NULL	1	SOOLANTRA 1% CRM 30G	NULL	C	4	NULL	0	C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10:04.2	NULL	NULL	0					
672340	PHARMACYPRO	31328|9418	ANAG1	ANAGRAINE 5MG/500MG T	METOCLOPRAMIDE/PARACET 5/500 T	NULL	NULL	NULL	24	ANAGRAINE 5MG/500MG T	NULL	G	0	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45:47.6	NULL	NULL	0					
605598	PHARMACYPRO	31827|111084	!UNMAPPED	OMEGA 3 MAX 400	NULL	NULL	NULL	NULL	1	OMEGA 3 MAX 400	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
672325	PHARMACYPRO	31827|111751	!UNMAPPED	MYLANTA DS 200ML	NULL	NULL	NULL	NULL	1	MYLANTA DS 200ML	NULL	C	0	NULL	0	C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	30:46.0	NULL	NULL	0					
673657	PHARMACYPRO	31827|114166	!UNMAPPED	MCM SEPRAY AUTO CPAP MACHINE	NULL	NULL	NULL	NULL	1	MCM SEPRAY AUTO CPAP MACHINE	NULL	F	0	NULL	0	F	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:32.4	NULL	NULL	0					
605599	PHARMACYPRO	31827|58746	!UNMAPPED	VERMOX TABLETS 2	NULL	NULL	NULL	NULL	1	VERMOX TABLETS 2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
673020	PHARMACYPRO	32047|57355	!UNMAPPED	SUSTAGEN HOSP FRMLA CHOC 840G	NULL	NULL	NULL	NULL	1	SUSTAGEN HOSP FRMLA CHOC 840G	NULL	R	0	NULL	0	R	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31:48.6	NULL	NULL	0					
605600	PHARMACYPRO	32047|58737	!UNMAPPED	PHCY CARE MOMETASONE SPRAY 140 DOSE	NULL	NULL	NULL	NULL	1	PHCY CARE MOMETASONE SPRAY 140 DOSE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
672883	PHARMACYPRO	32047|58841	!UNMAPPED	MOVICOL JUNIOR 6.9G CHOC 30 PK	NULL	NULL	NULL	NULL	1	MOVICOL JUNIOR 6.9G CHOC 30 PK	NULL	G	0	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	32:21.3	NULL	NULL	0					
673389	PHARMACYPRO	32157	!UNMAPPED	PREXUM COMBI 5/1.25MG T	PERINDOPRIL 5MG + INDAPAMIDE 1.25MG T	RX	TABLET	NULL	30	PREXUM COMBI 5/1.25MG T	NULL	C	4	2845R	16181809	C	NULL	2845R	NULL	NULL	NULL	NULL	NULL	29:05.0	34:36.1	NULL	1					
673243	PHARMACYPRO	32204	PREX7	PREXUM 5MG T	PERINDOPRIL 5MG T	RX	TABLET	NULL	30	PREXUM 5MG T	NULL	G	4	9007C	16181869	G	NULL	9007C	NULL	NULL	NULL	NULL	NULL	31:15.3	34:36.1	NULL	1					
672963	PHARMACYPRO	35226	!UNMAPPED	PENTASA SACHETS 4G (30)	MESALAZINE 4G  (FP)	FP	SACHET	NULL	30	PENTASA SACHETS 4G (30)	NULL	G	4	10254Q	0	G	NULL	10254Q	NULL	NULL	NULL	NULL	NULL	26:40.1	34:36.1	NULL	1					
673420	PHARMACYPRO	35377	!UNMAPPED	AZATHIOPRINE GH 25MG T	AZATHIOPRINE 25MG T (GQ)	GQ	TABLET	NULL	100	AZATHIOPRINE GH 25MG T	NULL	G	4	2688L	16181281	G	NULL	2688L	NULL	NULL	NULL	NULL	NULL	17:15.2	34:36.1	NULL	1					
673675	PHARMACYPRO	35496	!UNMAPPED	GABAPENTIN GH 300MG C BL/PK	GABAPENTIN 300MG C (GQ)	GQ	CAPSULE	NULL	100	GABAPENTIN GH 300MG C BL/PK	NULL	G	4	1834M	16181735	G	NULL	1834M	NULL	NULL	NULL	NULL	NULL	29:43.2	34:36.1	NULL	1					
673652	PHARMACYPRO	35716	!UNMAPPED	TRIUMEQ 50MG/600MG/300MG T	DOLUTEGRAVIR, ABACAVIR & LAMIVUDINE T(VI	VI	TABLET	NULL	30	TRIUMEQ 50MG/600MG/300MG T	NULL	G	4	10345L	0	G	NULL	10345L	NULL	NULL	NULL	NULL	NULL	14:19.2	34:36.1	NULL	1					
672384	PHARMACYPRO	35925	ALEN28	ALENDROBELL PLUS D3 70MG/140MCG T BL/PK	ALENDRONATE + COLECAL 70MG/140MCG (GQ)	GQ	TABLET	NULL	4	ALENDROBELL PLUS D3 70MG/140MCG T BL/PK	NULL	C	4	9183H	16181835	C	NULL	9183H	NULL	NULL	NULL	NULL	NULL	45:32.4	34:36.1	NULL	1					
673504	PHARMACYPRO	37260	FRAK1	FRAKAS 50MG T	DOXYCYCLINE HYCL 50MG T (RW)	RW	TABLET	NULL	25	FRAKAS 50MG T	NULL	G	4	9106G	16181493	G	NULL	9106G	NULL	NULL	NULL	NULL	NULL	31:26.9	34:36.1	NULL	1					
673233	PHARMACYPRO	37620	!UNMAPPED	ONDANSETRON ODT GH 8MG T BL/PK (4)	ONDANSETRON 8MG T (GQ)	GQ	TABLET	NULL	4	ONDANSETRON ODT GH 8MG T BL/PK (4)	NULL	E	4	5471Y	16181541	E	NULL	5471Y	NULL	NULL	NULL	NULL	NULL	10:31.2	34:36.1	NULL	1					
673676	PHARMACYPRO	37642	!UNMAPPED	CEPHALEXIN AN 500MG C	CEPHALEXIN 500MG C (EA)	EA	CAPSULE	NULL	20	CEPHALEXIN AN 500MG C	NULL	F	4	10778G	16182133	F	NULL	10778G	NULL	NULL	NULL	NULL	NULL	29:43.2	34:36.1	NULL	1					
672508	PHARMACYPRO	37694	ToAsk	QUETIAPINE-AS XR 400MG T	QUETIAPINE 400MG T (RW)	RW	TABLET	NULL	60	QUETIAPINE-AS XR 400MG T	NULL	G	4	9205L	16181221	G	NULL	9205L	NULL	NULL	NULL	NULL	NULL	08:42.6	34:36.1	NULL	1					
672578	PHARMACYPRO	37750	!UNMAPPED	MICROLAX ENEMA 12 5ML	SORBITOL WITH SOD CITRATE AND SODIUM (JT	NULL	ENEMA	NULL	1	MICROLAX ENEMA 12 5ML	NULL	F	2	NULL	16180979	F	NULL	NULL	NULL	NULL	NULL	NULL	NULL	17:39.1	05:20.8	NULL	0					
605614	PHARMACYPRO	37762	FLE2	INZA 500MG T BTL	NAPROXEN 500MG T (AF)	NULL	TABLET	NULL	50	INZA 500MG T BTL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
673257	PHARMACYPRO	37778	!UNMAPPED	VOLTAREN FCT 25MG T BL/PK	DICLOFENAC 25MG T (NV)	NULL	TABLET	NULL	50	VOLTAREN FCT 25MG T BL/PK	NULL	F	4	NULL	16181919	F	NULL	NULL	NULL	NULL	NULL	NULL	NULL	44:54.9	NULL	NULL	0					
672995	PHARMACYPRO	37801	SPX2	SEREPAX 30MG T	OXAZEPAM 30MG T (QA)	NULL	TABLET	NULL	25	SEREPAX 30MG T	NULL	C	4	NULL	16181319	C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	52:05.8	NULL	NULL	0					
673188	PHARMACYPRO	37854	!UNMAPPED	DIFFERIN GEL 50G	ADAPALENE GEL (GA)	NULL	TOPIC-GEL	NULL	1	DIFFERIN GEL 50G	NULL	G	4	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:44.0	NULL	NULL	0					
673403	PHARMACYPRO	37908	!UNMAPPED	DILTIAZEM ACTAVIS 60MG T	DILTIAZEM 60MG T (ED)	ED	TABLET	NULL	90	DILTIAZEM ACTAVIS 60MG T	NULL	E	4	1335G	16181657	E	NULL	1335G	NULL	NULL	NULL	NULL	NULL	50:34.4	34:36.1	NULL	1					
673718	PHARMACYPRO	38359	!UNMAPPED	PRAMIPEXOLE XR GP 375MCG T	PRAMIPEXOLE HCL MONOH 375MCG T (AF)	AF	TABLET	NULL	30	PRAMIPEXOLE XR GP 375MCG T	NULL	C	0	3418X	16181147	C	NULL	3418X	NULL	NULL	NULL	NULL	NULL	45:17.5	34:36.1	NULL	1					
673510	PHARMACYPRO	38472	!UNMAPPED	NOVASONE 0.1% CREAM 15GM	MOMETASONE 0.1% CREAM 15GM (AF)	AF	TOPIC-CREAM	NULL	1	NOVASONE 0.1% CREAM 15GM	NULL	G	4	10792B	16181209	G	NULL	10792B	NULL	NULL	NULL	NULL	NULL	12:48.2	34:36.1	NULL	1					
673314	PHARMACYPRO	38488	!UNMAPPED	ELEUPHRAT 0.05% CREAM 15G	BETAMETHASONE DIPR 0.05% CREAM 15G (EX)	FR	TOPIC-CREAM	NULL	1	ELEUPHRAT 0.05% CREAM 15G	NULL	G	4	10800K	16180883	G	NULL	10800K	NULL	NULL	NULL	NULL	NULL	04:40.7	34:36.1	NULL	1					
672324	PHARMACYPRO	38489	!UNMAPPED	ELEUPHRAT 0.05% CREAM 15G	BETAMETHASONE DIPR 0.05% CREAM 15G (EX)	FR	TOPIC-CREAM	NULL	1	ELEUPHRAT 0.05% CREAM 15G	NULL	G	4	10801L	16180883	G	NULL	10801L	NULL	NULL	NULL	NULL	NULL	26:56.0	34:36.1	NULL	1					
673315	PHARMACYPRO	38490	!UNMAPPED	ELEUPHRAT 0.05% CREAM 15G	BETAMETHASONE DIPR 0.05% CREAM 15G (EX)	FR	TOPIC-CREAM	NULL	1	ELEUPHRAT 0.05% CREAM 15G	NULL	C	4	10802M	16180883	C	NULL	10802M	NULL	NULL	NULL	NULL	NULL	04:40.7	34:36.1	NULL	1					
673360	PHARMACYPRO	38494	!UNMAPPED	NOVASONE 0.1% LOTION 30ML	MOMETASONE 0.1% LOTION 30ML (AF)	AF	NULL	NULL	1	NOVASONE 0.1% LOTION 30ML	NULL	C	4	10804P	16181365	C	NULL	10804P	NULL	NULL	NULL	NULL	NULL	08:32.9	34:36.1	NULL	1					
672380	PHARMACYPRO	38509	!UNMAPPED	NOVASONE 0.1% CREAM 15GM	MOMETASONE 0.1% CREAM 15GM (AF)	AF	TOPIC-CREAM	NULL	1	NOVASONE 0.1% CREAM 15GM	NULL	E	4	10815F	16171149	E	NULL	10815F	NULL	NULL	NULL	NULL	NULL	20:35.1	34:36.1	NULL	1					
672953	PHARMACYPRO	38513	!UNMAPPED	MOMASONE CREAM 0.1% 15G	MOMETASONE CR (QA)	QA	TOPIC-CREAM	NULL	1	MOMASONE CREAM 0.1% 15G	NULL	G	4	10815F	16181209	G	NULL	10815F	NULL	NULL	NULL	NULL	NULL	05:21.5	34:36.1	NULL	1					
672326	PHARMACYPRO	38519	!UNMAPPED	ELOCON 0.1% OINT 15GM	MOMETASONE 0.1% OINT 15GM (SH)	MK	TOPIC-OINT	NULL	1	ELOCON 0.1% OINT 15GM	NULL	C	4	10814E	16181211	C	NULL	10814E	NULL	NULL	NULL	NULL	NULL	30:46.0	34:36.1	NULL	1					
673615	PHARMACYPRO	38550	!UNMAPPED	EGO ZATAMIL 0.1% OINTMENT 15G	MOMETASONE 0.1% OINTMENT (EO)	EO	TOPIC-OINT	NULL	1	EGO ZATAMIL 0.1% OINTMENT 15G	NULL	G	4	10828X	16181211	G	NULL	10828X	NULL	NULL	NULL	NULL	NULL	05:23.9	34:36.1	NULL	1					
672381	PHARMACYPRO	38569	!UNMAPPED	ADVANTAN 0.1% OINT 15G	METHYLPR ACEP 0.1% OINT. 15G (CS)	BN	TOPIC-OINT	NULL	1	ADVANTAN 0.1% OINT 15G	NULL	G	4	10853F	0	G	NULL	10853F	NULL	NULL	NULL	NULL	NULL	20:35.1	34:36.1	NULL	1					
673021	PHARMACYPRO	38773	ALPH10	ALPHACLAV DUO 500MG/125MG T	AMOXYCILLIN /CLAVULANIC 500/125MG T (AF)	AF	TABLET	NULL	10	ALPHACLAV DUO 500MG/125MG T	NULL	C	4	1891M	16181855	C	NULL	1891M	NULL	NULL	NULL	NULL	NULL	56:47.4	34:36.1	NULL	1					
672683	PHARMACYPRO	38774	!UNMAPPED	APO-CEPHALEXIN 500MG C BL/PK	CEPHALEXIN 500MG C (TX)	TX	CAPSULE	NULL	20	APO-CEPHALEXIN 500MG C BL/PK	NULL	G	4	3119E	16182133	G	NULL	3119E	NULL	NULL	NULL	NULL	NULL	23:02.3	34:36.1	NULL	1					
672684	PHARMACYPRO	38775	!UNMAPPED	APO-RANITIDINE 150MG T	RANITIDINE 150MG T (TX)	TX	TABLET	NULL	60	APO-RANITIDINE 150MG T	NULL	G	4	1978D	16182073	G	NULL	1978D	NULL	NULL	NULL	NULL	NULL	23:02.3	34:36.1	NULL	1					
673286	PHARMACYPRO	38787	!UNMAPPED	TETANUS/DIPTHER TOXOID 0.5ML10	DIPHTHERIA TOXOID + TETANUS TOXOID (CS)	CS	NULL	NULL	10	TETANUS/DIPTHER TOXOID 0.5ML10	NULL	D	4	10244E	0	D	NULL	10244E	NULL	NULL	NULL	NULL	NULL	05:20.1	34:36.1	NULL	1					
673393	PHARMACYPRO	38927	!UNMAPPED	RAMIPRIL AN 10MG C BL/PK	RAMIPRIL 10MG C (EA)	EA	CAPSULE	NULL	30	RAMIPRIL AN 10MG C BL/PK	NULL	C	4	8470T	16182039	C	NULL	8470T	NULL	NULL	NULL	NULL	NULL	20:45.8	34:36.1	NULL	1					
673378	PHARMACYPRO	42242|4165	CLE1	CLEXANE SYRINGE  20MG 0.2ML 10	ENOXAPARIN 20MG/0.2ML INJ (SW)	NULL	INJECTION	NULL	10	CLEXANE SYRINGE  20MG 0.2ML 10	NULL	G	4	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:18.2	NULL	NULL	0					
672622	PHARMACYPRO	21760|20079	ToAsk	TAMIFLU PAED 45MG  C	NULL	NULL	NULL	NULL	10	TAMIFLU PAED 45MG  C	NULL	G	4	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	24:15.0	NULL	NULL	0					
672534	PHARMACYPRO	21760|36510	!UNMAPPED	FAMCICLOVIR GH 500MG T (3) BL/PK	FAMCICLOVIR 500MG T (GQ)	NULL	NULL	NULL	3	FAMCICLOVIR GH 500MG T (3) BL/PK	NULL	G	4	NULL	0	G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	23:08.6	NULL	NULL	0					
672916	PHARMACYPRO	21760|9214	ToAsk	DETRUSITOL 2MG T	TOLTERODINE TART 2MG T	NULL	NULL	NULL	56	DETRUSITOL 2MG T	NULL	C	4	NULL	0	C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	51:13.2	NULL	NULL	0					
605591	PHARMACYPRO	21760|9746	!UNMAPPED	FINACEA GEL 30G	NULL	NULL	NULL	NULL	1	FINACEA GEL 30G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
605596	PHARMACYPRO	31328|11913	!UNMAPPED	TENSODEINE 450MG  BL/PK 20 (SZ)	PARACETAMOL, CODEINE, DOXYAMINE	NULL	NULL	NULL	1	TENSODEINE 450MG  BL/PK 20 (SZ)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	!UNMAPPED	14	53:19.0	03:44.5	03:44.4	0					
605597	PHARMACYPRO	31328|31715	!UNMAPPED	CO PAIN TABSULES 40 S3	NULL	NULL	NULL	NULL	1	CO PAIN TABSULES 40 S3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.0	NULL	NULL	0					
672339	PHARMACYPRO	31328|36408	!UNMAPPED	VITA-B12 1 MG/ML INJ	HYDROXOCOBALAMIN 3 MG INJ (GH)	NULL	NULL	NULL	3	VITA-B12 1 MG/ML INJ	NULL	C	4	NULL	16180969	C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45:47.6	36:07.6	NULL	0					
672902	PHARMACYPRO	33070	!UNMAPPED	PARACETAMOL & CODEINE GH 500/30MG T	PARACETAMOL + CODEINE 30MG T (GQ)	GQ	TABLET	NULL	20	PARACETAMOL & CODEINE GH 500/30MG T	NULL	G	4	3316M	16181671	G	NULL	3316M	NULL	NULL	NULL	NULL	NULL	23:32.0	34:36.1	NULL	1					
673686	PHARMACYPRO	33087	!UNMAPPED	CM CANDESARTAN 4MG TABS 28	CANDESARTAN 4MG T (TX)	CH	TABLET	NULL	30	CM CANDESARTAN 4MG TABS 28	NULL	C	4	8295N	16182013	C	NULL	8295N	NULL	NULL	NULL	NULL	NULL	11:15.3	34:36.1	NULL	1					
673673	PHARMACYPRO	33629	!UNMAPPED	ONDANSETRON AN 8MG T (4)	ONDANSETRON 8MG T (EA)	EA	TABLET	NULL	4	ONDANSETRON AN 8MG T (4)	NULL	C	4	8225X	16181613	C	NULL	8225X	NULL	NULL	NULL	NULL	NULL	29:43.2	34:36.1	NULL	1					
673674	PHARMACYPRO	34555	!UNMAPPED	CELECOXIB GH 200MG C	CELECOXIB 200MG C (GQ)	GQ	CAPSULE	NULL	30	CELECOXIB GH 200MG C	NULL	G	4	8440F	16181997	G	NULL	8440F	NULL	NULL	NULL	NULL	NULL	29:43.2	34:36.1	NULL	1					
605624	PHARMACYPRO	42242|24660	!UNMAPPED	SAVACOL RINSE ALC FREE 300ML	NULL	NULL	NULL	NULL	1	SAVACOL RINSE ALC FREE 300ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	!UNMAPPED	14	53:19.0	03:44.5	03:44.4	0					
