DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	Manufacturer_Name	GenNHS_Code	Form_Code	Strength_Code	Generic_Name	PackSize_Qty	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid	Column 28
NULL	ZDISPENSE	043C0BCE-ED97-484A-82FA-9C79708CB767	!UNMAPPED	GAUZE SWABS 5X5X100	GAUZE SWABS 5X5X100	GAUZE SWABS 5X5X100	9325334000238	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0441B9DA-D386-4228-95DC-897F6C6DE746	!UNMAPPED	COMB WET HAIR 19CM SHELL	COMB WET HAIR 19CM SHELL	COMB WET HAIR 19CM SHELL	9312203109802	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0486746F-E9FA-4843-A3C9-653DCD4AFCC0	!UNMAPPED	PHCY CARE ASTHMA SPACER	PHCY CARE ASTHMA SPACER	PHCY CARE ASTHMA SPACER	9341571002415	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0490B97E-EB82-403B-9D01-5D96C7B89766	!UNMAPPED	ATTENDS PAD SFT 2 NML 12 X8	ATTENDS PAD SFT 2 NML 12 X8	ATTENDS PAD SFT 2 NML 12 X8	7332152207239	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	04CC8436-B542-4201-AE8F-682B93ACAA51	!UNMAPPED	FAULDING REMEDIES MUSCLE MAGNESIUM 300G POWDER	FAULDING REMEDIES MUSCLE MAGNESIUM 300G POWDER	FAULDING REMEDIES MUSCLE MAGNESIUM 300G POWDER	9316100389473	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	05440CB3-8FF2-44F3-8506-0EF4F0804E2C	!UNMAPPED	ROXITHROMYCIN SANDOZ 150MG TAB 10	ROXITHROMYCIN SANDOZ 150MG TAB 10	ROXITHROMYCIN SANDOZ 150MG TAB 10	9322838007787	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	061D5169-ACFF-468F-8703-98A41FB9F0FE	!UNMAPPED	PHCY CARE VITAMIN D CAP 60	PHCY CARE VITAMIN D CAP 60	PHCY CARE VITAMIN D CAP 60	9341571003986	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0654F0BF-80EC-4EDE-8D6A-9DFD48F29182	!UNMAPPED	GARNIER BARRIER CREAM	GARNIER BARRIER CREAM	GARNIER BARRIER CREAM	3600541228528	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	066E1694-B4AF-4657-ABEF-9ECB931A3799	!UNMAPPED	BD  ULTRA-FINE 1.0ML 31G 8MM (328820)	BD  ULTRA-FINE 1.0ML 31G 8MM (328820)	BD  ULTRA-FINE 1.0ML 31G 8MM (328820)	382903288205	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	06876237-D0A2-40A8-BDF4-DD24B3AA606A	!UNMAPPED	DOVE BODY WASH GO FRESH 375ML	DOVE BODY WASH GO FRESH 375ML	DOVE BODY WASH GO FRESH 375ML	9300663436842	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	072FC52E-5583-4FBA-BE15-67AC29269033	!UNMAPPED	FLEX ALL GEL 4OZ	FLEX ALL GEL 4OZ	FLEX ALL GEL 4OZ	41167160138	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	077EF483-98F4-436A-A0AD-8B1AB95123F2	!UNMAPPED	SAXENDA 18MG/3ML INJ PEN 5	SAXENDA 18MG/3ML INJ PEN 5	SAXENDA 18MG/3ML INJ PEN 5	9324627002072	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	08566853-5628-4098-B236-8A077137DAAE	!UNMAPPED	ANKSILON 10MG TABS X100	ANKSILON 10MG TABS X100	ANKSILON 10MG TABS X100	363790	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0887F6B9-5695-4769-8C3A-766F7E856BB0	!UNMAPPED	AURO-FINASTERIDE 1MG TABS 28	AURO-FINASTERIDE 1MG TABS 28	AURO-FINASTERIDE 1MG TABS 28	8901175022588	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	08E21A62-E70B-452B-9408-E85872A40C15	!UNMAPPED	GENERAL MERCHANDISING CODE	GENERAL MERCHANDISING CODE	GENERAL MERCHANDISING CODE	9370700117843	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	099D6E40-34D5-4886-8A4A-B997999949FA	!UNMAPPED	MYESSENTIAL COT BALLS WHT50G 120PCE	MYESSENTIAL COT BALLS WHT50G 120PCE	MYESSENTIAL COT BALLS WHT50G 120PCE	9316100170415	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0AD1EA20-4E93-4912-AE82-6BF0F159BDF2	!UNMAPPED	PC LORATADINE 10MG 30	PC LORATADINE 10MG 30	PC LORATADINE 10MG 30	9341571004136	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0AD64C6D-74DD-4FFB-B7AD-805BD5C517A1	!UNMAPPED	AMC A/BACTERIAL LOZ HNY/LMN 16	AMC A/BACTERIAL LOZ HNY/LMN 16	AMC A/BACTERIAL LOZ HNY/LMN 16	9314567204131	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0B3A6D51-CFBF-47BC-B389-6444B93623F4	!UNMAPPED	ALLEVYN THIN 66047576	ALLEVYN THIN 66047576	ALLEVYN THIN 66047576	4005801411624	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0B8EA591-4A55-4788-864C-F1B2FB1C163D	!UNMAPPED	BIOCEUT ULTRABIOTIC 45 60CAPS	BIOCEUT ULTRABIOTIC 45 60CAPS	BIOCEUT ULTRABIOTIC 45 60CAPS	9337896008706	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0B96A45F-20ED-4E6B-80CF-C6A39F5EC9CC	!UNMAPPED	DOVE DEO R/O GF CUCUMBER 50ML	DOVE DEO R/O GF CUCUMBER 50ML	DOVE DEO R/O GF CUCUMBER 50ML	93666282	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0CD2ED71-12AB-4DA0-954D-22539A3104DD	!UNMAPPED	NATIO MEN ROLL ON DEODORANT	NATIO MEN ROLL ON DEODORANT	NATIO MEN ROLL ON DEODORANT	9316542118648	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0D1C1A3E-D5A2-403E-ACC8-BF72A15FA94B	!UNMAPPED	VITAMIN D3 8000IU CAPSULES 100	VITAMIN D3 8000IU CAPSULES 100	VITAMIN D3 8000IU CAPSULES 100	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0D3034FB-331E-44C2-A3FF-51EA508627A6	!UNMAPPED	AMC COLD & FLU D&N TAB 24 S3(6)	AMC COLD & FLU D&N TAB 24 S3(6)	AMC COLD & FLU D&N TAB 24 S3(6)	9314567204858	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0DA02AA1-3899-4B17-B4DD-9BF7B8E364D6	!UNMAPPED	MYESSENTIAL TBR SFT X12 NS	MYESSENTIAL TBR SFT X12 NS	MYESSENTIAL TBR SFT X12 NS	9316100660152	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0DA2B111-640E-4D22-9570-19C63EFBA535	!UNMAPPED	PERINDOPRIL ARGININE APO	PERINDOPRIL ARGININE APO TABLETS 2.5MG	PERINDOPRIL ARGININE APO	NULL	NULL	NULL	TX	NULL	TABLETS	2.5MG	NULL	30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0E7BA880-AE7F-4ECB-AD4C-AD8D1B11790B	!UNMAPPED	SECNIDAZOLE 150MG	SECNIDAZOLE 150MG  CAPSULES	SECNIDAZOLE 150MG	NULL	NULL	NULL	NULL	NULL	CAPSULES	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0EA107D2-337A-45ED-9216-CF9D4016E8DC	!UNMAPPED	NO 1785 GLCOS 1500 W/CHONDROITIN TAB50	NO 1785 GLCOS 1500 W/CHONDROITIN TAB50	NO 1785 GLCOS 1500 W/CHONDROITIN TAB50	9316090017851	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	0EEB7B67-E1E4-48AF-8E88-DEF29F0839FE	!UNMAPPED	MINOXIDIL 1MG 50CAP	MINOXIDIL 1MG 50CAP	MINOXIDIL 1MG 50CAP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	107BFA48-3066-4A3A-BA60-6ADF152D4DD9	!UNMAPPED	CUSS PURE B/WASH JOJOBA MLK/VIT E 250ML	CUSS PURE B/WASH JOJOBA MLK/VIT E 250ML	CUSS PURE B/WASH JOJOBA MLK/VIT E 250ML	9300615018508	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1161B50A-1B38-4A68-A01C-4E7ADEF10C67	!UNMAPPED	MEDTRONIC PARADIGM MIO (9MM, 27G, 80CM) CLEAR	MEDTRONIC PARADIGM MIO (9MM, 27G, 80CM) CLEAR	MEDTRONIC PARADIGM MIO (9MM, 27G, 80CM) CLEAR	12064316943290517190315105144001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	118B82CD-E103-463B-89A8-AADD79782DE1	!UNMAPPED	SCW EX/CARE SPOO MOIST GLOSS	SCW EX/CARE SPOO MOIST GLOSS	SCW EX/CARE SPOO MOIST GLOSS	9310714215937	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	11902940-12F1-4823-A9ED-C4277D61CA0B	!UNMAPPED	PHCY CARE DAILY MULTI TAB 100	PHCY CARE DAILY MULTI TAB 100	PHCY CARE DAILY MULTI TAB 100	9341571009124	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	130A6A1B-C18D-4284-9E3C-0D9DD6E01C67	!UNMAPPED	BIOCEUTICALS D3 SOFTGEL CAPS 60	BIOCEUTICALS D3 SOFTGEL CAPS 60	BIOCEUTICALS D3 SOFTGEL CAPS 60	9337896000120	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	13CC3FF4-FD3E-4391-9911-706C9DE457C8	!UNMAPPED	HYDROCORTISONE 1% CLIQUINOL 1% CREAM 30G	HYDROCORTISONE 1% CLIQUINOL 1% CREAM 30G	HYDROCORTISONE 1% CLIQUINOL 1% CREAM 30G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	14125A27-B0DE-4157-9ACC-DAE94C236768	!UNMAPPED	EPREX	EPREX PREF SYRNG 20000IU/0.5ML	EPREX	9317376782722	NULL	NULL	JC	NULL	PREF SYRNG	20000IU/0.5ML	NULL	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	157DC543-B43F-4FAA-9468-FF5AD4DC2203	!UNMAPPED	LOREAL ELIVE RESTORING S/POO	LOREAL ELIVE RESTORING S/POO	LOREAL ELIVE RESTORING S/POO	3600521767573	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	160E524E-F1B6-44D5-BA8E-3C7DB92527A0	!UNMAPPED	ETHANOL 100% 3ML SRYINGE	ETHANOL 100% 3ML SRYINGE	ETHANOL 100% 3ML SRYINGE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	16401E8C-4FBE-43C0-9C7F-BBBB1A84DC55	!UNMAPPED	SCW NAPRO S/SOFT SPOO  NML BAL 400ML	SCW NAPRO S/SOFT SPOO  NML BAL 400ML	SCW NAPRO S/SOFT SPOO  NML BAL 400ML	9310714213407	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1675F2DD-1CF5-4D72-85AC-B125BB862FF8	!UNMAPPED	TEMAZEPAM	TEMAZEPAM CAPSULES MR 30MG	TEMAZEPAM	NULL	NULL	NULL	NULL	NULL	CAPSULES MR	30MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	175B4E44-3F39-467F-A5AB-E61E8C113025	!UNMAPPED	MEDTRONIC PARADIGM INSULIN RESERVOIR 3ML	MEDTRONIC PARADIGM INSULIN RESERVOIR 3ML	MEDTRONIC PARADIGM INSULIN RESERVOIR 3ML	1206139946254761719042610HG10FCM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	17D713B0-F7D0-40DF-A39C-F448DB352E9B	!UNMAPPED	AMC ANTI INFLAMATORY GEL  50G	AMC ANTI INFLAMATORY GEL  50G	AMC ANTI INFLAMATORY GEL  50G	9314567205077	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	17D85737-FC92-480B-A749-3AF7D978B28F	!UNMAPPED	PHCY CARE SENNA COL TAB 90	PHCY CARE SENNA COL TAB 90	PHCY CARE SENNA COL TAB 90	9341571005508	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	18C07FED-BF5D-4A1C-9976-E3437DCC964B	!UNMAPPED	CM ANTIS TOPICAL SOLN 15ML	CM ANTIS TOPICAL SOLN 15ML	CM ANTIS TOPICAL SOLN 15ML	9316100700322	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	196016E4-5B7F-45AB-89E0-E4B771F3694B	!UNMAPPED	BD MICRO-FINE PNDL 31 X 8MM (1)	BD MICRO-FINE PNDL 31 X 8MM (1)	BD MICRO-FINE PNDL 31 X 8MM (1)	382903204717	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	19804B4F-F472-408A-9B56-D1A505A1DF24	!UNMAPPED	NEUTROGENA F/F  HAND CREAM 56G	NEUTROGENA F/F  HAND CREAM 56G	NEUTROGENA F/F  HAND CREAM 56G	70501013007	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1A89BDB9-EB28-4390-B903-89A21C23C973	!UNMAPPED	KETAMINE 10% CREAM 50G (S8)	KETAMINE 10% CREAM 50G (S8)	KETAMINE 10% CREAM 50G (S8)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1B76135C-89DE-4735-9925-43F4731FE0BF	!UNMAPPED	BT  EXFOLIATING BATH GLOVES	BT  EXFOLIATING BATH GLOVES	BT  EXFOLIATING BATH GLOVES	9312203085434	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C054410-A24F-4FF2-A8E7-7B3EC4589876	!UNMAPPED	FLUQUADRI PFS 0.5ML 10	FLUQUADRI PFS 0.5ML	FLUQUADRI PFS 0.5ML 10	9329670000143	NULL	NULL	AV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C08C1A0-F342-4CE0-BFE1-A412EB313F75	!UNMAPPED	APO-AMOXY/CLAV-ACID TAB 875MG-125MG 10	APO-AMOXY/CLAV-ACID TAB 875MG-125MG 10	APO-AMOXY/CLAV-ACID TAB 875MG-125MG 10	23959644	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C161E86-7D57-4E90-ADFB-639C7E4F5821	!UNMAPPED	VITAMIN D3 1000IU 130CAPS	VITAMIN D3 1000IU 130CAPS	VITAMIN D3 1000IU 130CAPS	9320035030362	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C205653-03F1-4509-A093-1840B6ABA1CE	!UNMAPPED	GOLDX EPSOM SALTS 500GM	GOLDX EPSOM SALTS 500GM	GOLDX EPSOM SALTS 500GM	9314949260144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C420826-2247-4DE2-8673-18702533AA20	!UNMAPPED	PHCY CARE MOMETASONE 50MCG 140	PHCY CARE MOMETASONE 50MCG 140	PHCY CARE MOMETASONE 50MCG 140	9341571011073	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C5A4816-EF99-422A-B57A-088ABAEF6176	!UNMAPPED	CMM SLEEP FORMULA 100 CAPS PAK	CMM SLEEP FORMULA 100 CAPS PAK	CMM SLEEP FORMULA 100 CAPS PAK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C626582-5D9F-49A5-8BF9-DA8DF1D50268	!UNMAPPED	SALICYLIC ACID 5% IN EMOLLIENT	SALICYLIC ACID 5% IN EMOLLIENT CREAM	SALICYLIC ACID 5% IN EMOLLIENT	NULL	NULL	NULL	NULL	NULL	CREAM	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C6935CB-3A0B-4FE1-9D9F-EFAA16164174	!UNMAPPED	REXONA A/P HYPO LOW FRAG 150G (3)	REXONA A/P HYPO LOW FRAG 150G (3)	REXONA A/P HYPO LOW FRAG 150G (3)	9300666330246	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1C93B90B-E22C-4EAE-9EF6-F61C13C65B3C	!UNMAPPED	ADVANTAN:DAKTARIN:SILIC15	ADVANTAN:DAKTARIN:SILIC15 CREAM 1:1:1	ADVANTAN:DAKTARIN:SILIC15	NULL	NULL	NULL	NULL	NULL	CREAM	1:1:1	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1CD186C8-C648-4CA9-A204-90E3BE5DA34D	!UNMAPPED	B/A  POSTURE/SHOULD BRACE LGE	B/A  POSTURE/SHOULD BRACE LGE	B/A  POSTURE/SHOULD BRACE LGE	931554307503	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1CEDB8A3-70C8-4F6C-A8AD-E310F61E5E96	!UNMAPPED	LIFESAVERS PEP O MINT	LIFESAVERS PEP O MINT	LIFESAVERS PEP O MINT	93605250	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1CFFAA30-C344-4051-94C6-6DF53EE6FA0E	!UNMAPPED	FLORADIX IRON FORMULA 250ML	FLORADIX IRON FORMULA 250ML	FLORADIX IRON FORMULA 250ML	4004148057076	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1DB6F7E6-DFDB-446E-8F92-32801D109A54	!UNMAPPED	PHCY CARE MAGN TAB 50	PHCY CARE MAGN TAB 50	PHCY CARE MAGN TAB 50	9341571007069	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1E2A50BB-45C9-4FCB-9FC9-C53506761B06	!UNMAPPED	EUCALYPTUS SOAP 500ML	EUCALYPTUS SOAP 500ML	EUCALYPTUS SOAP 500ML	9319912014595	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1E3E9047-ACA2-4156-9761-EB2E8E9A645F	!UNMAPPED	ASPIRIN (PHARMACY CARE) TABLETS 100MG 112	ASPIRIN (PHARMACY CARE) TABLETS 100MG 112	ASPIRIN (PHARMACY CARE) TABLETS 100MG 112	9341571010175	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1E4AAB71-FD3C-44D7-B97B-28F621B2D228	!UNMAPPED	VITAMAX VITAMIN D 1000IU 200 CAPS	VITAMAX VITAMIN D 1000IU 200 CAPS	VITAMAX VITAMIN D 1000IU 200 CAPS	9333520001471	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1E85C380-01D9-45B0-9E5F-40A6FE89E174	!UNMAPPED	IMIPRAMIN-NEURAXPHARM 25MG 100T	IMIPRAMIN-NEURAXPHARM 25MG 100T	IMIPRAMIN-NEURAXPHARM 25MG 100T	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	1E898DAD-8A07-4265-8EF2-9B6D1DCC2EEF	!UNMAPPED	DVA-DAA 6-MONTH 99647N	DVA-DAA 6-MONTH 99647N	DVA-DAA 6-MONTH 99647N	99647	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
